id,text,created_at,user.id
1237655765982351360,text,2020-03-11 08:25:03+00:00,448886304
1237658912024924160,text,2020-03-11 08:37:33+00:00,1124706082016964608
1237725696853708801,text,2020-03-11 13:02:56+00:00,215263205
1237756162226995200,text,2020-03-11 15:04:00+00:00,769915572620582912
1237809403446923266,text,2020-03-11 18:35:33+00:00,132212777
1237810900859486209,text,2020-03-11 18:41:30+00:00,827282938261708800
1237859495067467776,text,2020-03-11 21:54:36+00:00,104353442
1237870758149439493,text,2020-03-11 22:39:21+00:00,1672302787
1237913572904071169,text,2020-03-12 01:29:29+00:00,1149672691068108801
1237918989206138880,text,2020-03-12 01:51:01+00:00,352089708
1237920485016567808,text,2020-03-12 01:56:57+00:00,965616194156933120
1237921460859043842,text,2020-03-12 02:00:50+00:00,34395037
1237938403414605825,text,2020-03-12 03:08:09+00:00,2235921831
1237974461443461120,text,2020-03-12 05:31:26+00:00,1213102344000307200
1237988334527549440,text,2020-03-12 06:26:34+00:00,1087908836302835713
1238001112910708737,text,2020-03-12 07:17:20+00:00,899209350006296576
1238097978763685888,text,2020-03-12 13:42:15+00:00,952590228971286529
1238125537161347072,text,2020-03-12 15:31:45+00:00,911005348701536263
1238128232714493952,text,2020-03-12 15:42:28+00:00,164093138
1238166283734179840,text,2020-03-12 18:13:40+00:00,95270978
1238178119367962624,text,2020-03-12 19:00:42+00:00,1143727916548796416
1238231148830040066,text,2020-03-12 22:31:25+00:00,976485845858443264
1238236164970156035,text,2020-03-12 22:51:21+00:00,59152065
1238290960750010368,text,2020-03-13 02:29:06+00:00,1090786340940087296
1238374333904543745,text,2020-03-13 08:00:23+00:00,804128171650072577
1238415937499549697,text,2020-03-13 10:45:42+00:00,951442695909715968
1238426950160601093,text,2020-03-13 11:29:28+00:00,15914986
1238427361395294208,text,2020-03-13 11:31:06+00:00,318741024
1238440532629762049,text,2020-03-13 12:23:26+00:00,1111048204282482688
1238505160617459712,text,2020-03-13 16:40:15+00:00,617602505
1238517333024440320,text,2020-03-13 17:28:37+00:00,6077902
1238558589524086787,text,2020-03-13 20:12:33+00:00,488122786
1238561850922541056,text,2020-03-13 20:25:31+00:00,337151433
1238584199206055936,text,2020-03-13 21:54:19+00:00,1008022870562394113
1238588977382227970,text,2020-03-13 22:13:18+00:00,1042562667548827648
1238603617495465984,text,2020-03-13 23:11:29+00:00,1075187162616815616
1238611848863395841,text,2020-03-13 23:44:11+00:00,1109705987345264640
1238624146621333504,text,2020-03-14 00:33:03+00:00,3589148356
1238651828880969729,text,2020-03-14 02:23:03+00:00,1177406083280842753
1238655427211956224,text,2020-03-14 02:37:21+00:00,749954564615499776
1238659867310567425,text,2020-03-14 02:55:00+00:00,38250495
1238660851097272320,text,2020-03-14 02:58:54+00:00,913350729988964352
1238690729305739265,text,2020-03-14 04:57:38+00:00,1965130741
1238696788716118016,text,2020-03-14 05:21:42+00:00,1198899950765121538
1238776735090573314,text,2020-03-14 10:39:23+00:00,947381162
1238862030653788161,text,2020-03-14 16:18:19+00:00,1083026573685653504
1238918188055871489,text,2020-03-14 20:01:28+00:00,3317303163
1238926979942023169,text,2020-03-14 20:36:24+00:00,3069842057
1238945803420553221,text,2020-03-14 21:51:12+00:00,834112517127430146
1238958029703348225,text,2020-03-14 22:39:47+00:00,1973014590
1238969679298904071,text,2020-03-14 23:26:05+00:00,1159823879474253824
1238980674725523457,text,2020-03-15 00:09:46+00:00,1174056151199170560
1239058848079663105,text,2020-03-15 05:20:24+00:00,1191883333988429824
1239117116302929921,text,2020-03-15 09:11:56+00:00,796306170373881856
1239160908406013953,text,2020-03-15 12:05:57+00:00,1611615403
1239167707473498114,text,2020-03-15 12:32:58+00:00,23644486
1239188486076403712,text,2020-03-15 13:55:32+00:00,291948090
1239192903689351168,text,2020-03-15 14:13:05+00:00,599572582
1239213431162638337,text,2020-03-15 15:34:40+00:00,1068968088920616961
1239222723831894021,text,2020-03-15 16:11:35+00:00,704425898
1239282719059820547,text,2020-03-15 20:09:59+00:00,14617162
1239307418506596352,text,2020-03-15 21:48:08+00:00,986765496921059329
1239328962251194373,text,2020-03-15 23:13:44+00:00,174180138
1239398779863752704,text,2020-03-16 03:51:10+00:00,290680524
1239403779721539587,text,2020-03-16 04:11:02+00:00,770683621002792960
1239484478369624065,text,2020-03-16 09:31:42+00:00,1136755527453630465
1239561527075549184,text,2020-03-16 14:37:52+00:00,229963979
1239584368135417857,text,2020-03-16 16:08:38+00:00,16589148
1239617034901524481,text,2020-03-16 18:18:26+00:00,92717138
1239618236154609665,text,2020-03-16 18:23:13+00:00,4429003533
1239618638577045504,text,2020-03-16 18:24:49+00:00,14173315
1239619365168918532,text,2020-03-16 18:27:42+00:00,2836421
1239619465400156167,text,2020-03-16 18:28:06+00:00,803648695660986369
1239619525856854019,text,2020-03-16 18:28:20+00:00,3044636056
1239620762308411392,text,2020-03-16 18:33:15+00:00,807988285842845696
1239620923013181440,text,2020-03-16 18:33:53+00:00,2269308902
1239621978761367555,text,2020-03-16 18:38:05+00:00,199252851
1239623640573865984,text,2020-03-16 18:44:41+00:00,554883547
1239623753966833666,text,2020-03-16 18:45:08+00:00,554883547
1239623934321942528,text,2020-03-16 18:45:51+00:00,4860357914
1239624034800652295,text,2020-03-16 18:46:15+00:00,554883547
1239624319946428416,text,2020-03-16 18:47:23+00:00,11221412
1239627809632518145,text,2020-03-16 19:01:15+00:00,713383868167020544
1239630557597876224,text,2020-03-16 19:12:10+00:00,3221715698
1239631902321127426,text,2020-03-16 19:17:31+00:00,1043310177490034688
1239646163395063809,text,2020-03-16 20:14:11+00:00,35279836
1239646424024973315,text,2020-03-16 20:15:13+00:00,2178997213
1239650357359316992,text,2020-03-16 20:30:51+00:00,388368711
1239653299730747394,text,2020-03-16 20:42:32+00:00,489035034
1239658713679450112,text,2020-03-16 21:04:03+00:00,49309359
1239658932848771072,text,2020-03-16 21:04:55+00:00,17017636
1239667920185315328,text,2020-03-16 21:40:38+00:00,937514477867753473
1239669359775289345,text,2020-03-16 21:46:21+00:00,22147031
1239719220914589698,text,2020-03-17 01:04:29+00:00,2958835286
1239729949403119616,text,2020-03-17 01:47:07+00:00,1145015743
1239736135359881216,text,2020-03-17 02:11:42+00:00,835528728
1239738761845649408,text,2020-03-17 02:22:08+00:00,730991414
1239745824634089473,text,2020-03-17 02:50:12+00:00,1143288177182093312
1239749238931836934,text,2020-03-17 03:03:46+00:00,718274695
1239749285392142339,text,2020-03-17 03:03:57+00:00,415347145
1239754707708542981,text,2020-03-17 03:25:30+00:00,136908592
1239754712699883520,text,2020-03-17 03:25:31+00:00,355042179
1239762971561164800,text,2020-03-17 03:58:20+00:00,45938095
1239770957285187584,text,2020-03-17 04:30:04+00:00,3638215945
1239782605492494336,text,2020-03-17 05:16:21+00:00,776040445381971969
1239787738771185665,text,2020-03-17 05:36:45+00:00,540353447
1239795389542400000,text,2020-03-17 06:07:09+00:00,804222999222026240
1239795393816342529,text,2020-03-17 06:07:10+00:00,1082155205582479360
1239796563377098752,text,2020-03-17 06:11:49+00:00,1148765563000430592
1239797805759242242,text,2020-03-17 06:16:45+00:00,540184229
1239802233857941504,text,2020-03-17 06:34:21+00:00,412783922
1239809847455109122,text,2020-03-17 07:04:36+00:00,485983126
1239813035310624768,text,2020-03-17 07:17:16+00:00,1228745900257878018
1239814150601179136,text,2020-03-17 07:21:42+00:00,368220350
1239817392852787200,text,2020-03-17 07:34:35+00:00,373977805
1239818672572706816,text,2020-03-17 07:39:40+00:00,2414205264
1239819884567113728,text,2020-03-17 07:44:29+00:00,860562111776210944
1239820034920366080,text,2020-03-17 07:45:05+00:00,129651497
1239820719145603072,text,2020-03-17 07:47:48+00:00,19262808
1239827601511899137,text,2020-03-17 08:15:09+00:00,115624161
1239843372828950529,text,2020-03-17 09:17:49+00:00,1418982852
1239853380182446080,text,2020-03-17 09:57:35+00:00,2678317194
1239859445104021505,text,2020-03-17 10:21:41+00:00,827796725658165248
1239874086492307456,text,2020-03-17 11:19:52+00:00,1136869294929850368
1239885008908816387,text,2020-03-17 12:03:16+00:00,50315894
1239903245511929856,text,2020-03-17 13:15:44+00:00,752786816
1239907253525807104,text,2020-03-17 13:31:40+00:00,1086323087526764544
1239920973417050112,text,2020-03-17 14:26:11+00:00,730152454096986113
1239921086344519682,text,2020-03-17 14:26:38+00:00,73797299
1239936456031903744,text,2020-03-17 15:27:42+00:00,721981262395744256
1239951762485915649,text,2020-03-17 16:28:32+00:00,235602557
1239953690167033856,text,2020-03-17 16:36:11+00:00,3059543451
1239962284967038982,text,2020-03-17 17:10:20+00:00,1088509078735896576
1239971872889909248,text,2020-03-17 17:48:26+00:00,2286236377
1239974834123059201,text,2020-03-17 18:00:12+00:00,1097704941383229440
1239975167075291143,text,2020-03-17 18:01:32+00:00,1056634808443564039
1239979175588450305,text,2020-03-17 18:17:27+00:00,24610685
1239995532883292160,text,2020-03-17 19:22:27+00:00,576862552
1240004249989402624,text,2020-03-17 19:57:06+00:00,16912386
1240010369244037123,text,2020-03-17 20:21:24+00:00,986377755628658689
1240030077020016641,text,2020-03-17 21:39:43+00:00,1239669232410841088
1240048746424983552,text,2020-03-17 22:53:54+00:00,1085082270275256332
1240048826049867776,text,2020-03-17 22:54:13+00:00,133421662
1240062366781288448,text,2020-03-17 23:48:02+00:00,73797299
1240079095964319744,text,2020-03-18 00:54:30+00:00,3264642075
1240079109314789378,text,2020-03-18 00:54:33+00:00,2303654833
1240082032136519681,text,2020-03-18 01:06:10+00:00,2675777604
1240096699386904576,text,2020-03-18 02:04:27+00:00,17030102
1240107466890805253,text,2020-03-18 02:47:14+00:00,266350352
1240120671285514240,text,2020-03-18 03:39:43+00:00,1977706561
1240135981220663297,text,2020-03-18 04:40:33+00:00,986377755628658689
1240161691511349248,text,2020-03-18 06:22:43+00:00,1107144639084007426
1240172089165910017,text,2020-03-18 07:04:01+00:00,1363036502
1240189708237295616,text,2020-03-18 08:14:02+00:00,2229064080
1240232825821057025,text,2020-03-18 11:05:22+00:00,707363479
1240246310609063937,text,2020-03-18 11:58:57+00:00,359596769
1240265394700660739,text,2020-03-18 13:14:47+00:00,1085095888647798784
1240283123503583233,text,2020-03-18 14:25:14+00:00,1084042407505739776
1240283546989801473,text,2020-03-18 14:26:55+00:00,1084042407505739776
1240294756338597889,text,2020-03-18 15:11:28+00:00,1195802187605168128
1240305732001705984,text,2020-03-18 15:55:04+00:00,3220870224
1240309468371378176,text,2020-03-18 16:09:55+00:00,2994139876
1240316912971718656,text,2020-03-18 16:39:30+00:00,459447615
1240324132723544070,text,2020-03-18 17:08:12+00:00,771056979934666752
1240345574056091649,text,2020-03-18 18:33:24+00:00,3403117047
1240371177115303936,text,2020-03-18 20:15:08+00:00,3418777939
1240388404669489154,text,2020-03-18 21:23:35+00:00,105742700
1240406653981294595,text,2020-03-18 22:36:06+00:00,3993223093
1240407195591868418,text,2020-03-18 22:38:15+00:00,1142472961343000578
1240414672869883905,text,2020-03-18 23:07:58+00:00,1204434424319954944
1240417329214865408,text,2020-03-18 23:18:31+00:00,946434199510282240
1240422129927163907,text,2020-03-18 23:37:36+00:00,1643208720
1240430236120035329,text,2020-03-19 00:09:49+00:00,1143910727226396672
1240437369951727616,text,2020-03-19 00:38:09+00:00,895814938995957760
1240443141041381376,text,2020-03-19 01:01:05+00:00,334499736
1240443950600556545,text,2020-03-19 01:04:18+00:00,4658739852
1240444433776226305,text,2020-03-19 01:06:14+00:00,4641461550
1240449016913178629,text,2020-03-19 01:24:26+00:00,1078334658214014988
1240452167535857672,text,2020-03-19 01:36:57+00:00,3388579647
1240461613444009986,text,2020-03-19 02:14:29+00:00,895814938995957760
1240468284866166785,text,2020-03-19 02:41:00+00:00,222218776
1240471368677969925,text,2020-03-19 02:53:15+00:00,1221455002671177728
1240473736224083970,text,2020-03-19 03:02:40+00:00,895814938995957760
1240477504554573826,text,2020-03-19 03:17:38+00:00,19035321
1240487230642081792,text,2020-03-19 03:56:17+00:00,165163220
1240490958094864384,text,2020-03-19 04:11:06+00:00,4865523230
1240495258766585857,text,2020-03-19 04:28:11+00:00,1219149359826317312
1240504083200593921,text,2020-03-19 05:03:15+00:00,895814938995957760
1240509650430242816,text,2020-03-19 05:25:22+00:00,1145787334614499328
1240515786697052161,text,2020-03-19 05:49:45+00:00,1155986460429955072
1240516507584651265,text,2020-03-19 05:52:37+00:00,895814938995957760
1240519749492244480,text,2020-03-19 06:05:30+00:00,1121312898045890561
1240521171701043200,text,2020-03-19 06:11:09+00:00,3725702057
1240531753766473734,text,2020-03-19 06:53:12+00:00,1703993251
1240534216338595841,text,2020-03-19 07:02:59+00:00,1235898654440878080
1240539812068823042,text,2020-03-19 07:25:13+00:00,17309489
1240544392525549570,text,2020-03-19 07:43:26+00:00,895814938995957760
1240552423866810370,text,2020-03-19 08:15:20+00:00,1226222786072334336
1240562704215089152,text,2020-03-19 08:56:11+00:00,895814938995957760
1240565283904987136,text,2020-03-19 09:06:26+00:00,1073994923395964928
1240579359003553797,text,2020-03-19 10:02:22+00:00,3068043556
1240582812215975936,text,2020-03-19 10:16:06+00:00,1095125789614505984
1240592714330144769,text,2020-03-19 10:55:26+00:00,1156335422630518784
1240596345989279744,text,2020-03-19 11:09:52+00:00,895814938995957760
1240599462986342400,text,2020-03-19 11:22:15+00:00,895814938995957760
1240601396203970562,text,2020-03-19 11:29:56+00:00,975234451469996032
1240604328995373056,text,2020-03-19 11:41:36+00:00,1201717324039901184
1240611877874479105,text,2020-03-19 12:11:35+00:00,895814938995957760
1240623478933458949,text,2020-03-19 12:57:41+00:00,895814938995957760
1240628185357783040,text,2020-03-19 13:16:23+00:00,895814938995957760
1240629996202471427,text,2020-03-19 13:23:35+00:00,793820001077690368
1240667137498324992,text,2020-03-19 15:51:10+00:00,1161426963724197889
1240675458561294337,text,2020-03-19 16:24:14+00:00,734080418983510016
1240690446155657220,text,2020-03-19 17:23:47+00:00,2874259093
1240692531186110465,text,2020-03-19 17:32:05+00:00,909286530170130432
1240696645244735489,text,2020-03-19 17:48:25+00:00,808056514493693956
1240703000273772548,text,2020-03-19 18:13:41+00:00,85623871
1240703184307290112,text,2020-03-19 18:14:24+00:00,895814938995957760
1240707939825942533,text,2020-03-19 18:33:18+00:00,1034364246589669376
1240719489349505024,text,2020-03-19 19:19:12+00:00,17497090
1240723074607087616,text,2020-03-19 19:33:27+00:00,3367909239
1240723961975115776,text,2020-03-19 19:36:58+00:00,1468564261
1240724322450149376,text,2020-03-19 19:38:24+00:00,18367304
1240726709684428800,text,2020-03-19 19:47:53+00:00,950792659718688769
1240728149555585024,text,2020-03-19 19:53:37+00:00,3295346380
1240740807184773120,text,2020-03-19 20:43:54+00:00,807265629631705088
1240749630977003520,text,2020-03-19 21:18:58+00:00,1116576780444286978
1240767665007923201,text,2020-03-19 22:30:38+00:00,1172319115127615493
1240771241407066119,text,2020-03-19 22:44:51+00:00,1211801337056227328
1240786441791328257,text,2020-03-19 23:45:15+00:00,1021197654
1240791860546805761,text,2020-03-20 00:06:47+00:00,1143628586504601601
1240791934555258880,text,2020-03-20 00:07:04+00:00,1159917198774808577
1240792507199270912,text,2020-03-20 00:09:21+00:00,3300929864
1240805151780331521,text,2020-03-20 00:59:35+00:00,1222164596443832320
1240806149256957952,text,2020-03-20 01:03:33+00:00,30657964
1240807960961482752,text,2020-03-20 01:10:45+00:00,2261750204
1240807961305452551,text,2020-03-20 01:10:45+00:00,23941199
1240809234842992641,text,2020-03-20 01:15:49+00:00,895814938995957760
1240817605667164161,text,2020-03-20 01:49:05+00:00,2365671912
1240821418658578432,text,2020-03-20 02:04:14+00:00,895814938995957760
1240822479372849155,text,2020-03-20 02:08:27+00:00,167433916
1240838002617827331,text,2020-03-20 03:10:08+00:00,1223356417
1240847849681825792,text,2020-03-20 03:49:15+00:00,2918065112
1240848318617575425,text,2020-03-20 03:51:07+00:00,1101512534211858433
1240870738346770432,text,2020-03-20 05:20:12+00:00,952728101913546753
1240872569093230593,text,2020-03-20 05:27:29+00:00,403670899
1240896209201573889,text,2020-03-20 07:01:25+00:00,895814938995957760
1240897984159719425,text,2020-03-20 07:08:28+00:00,2578434508
1240899397870694400,text,2020-03-20 07:14:05+00:00,1135562486311088128
1240904544126521345,text,2020-03-20 07:34:32+00:00,192477353
1240909414493798401,text,2020-03-20 07:53:54+00:00,887651027197063169
1240911791305211904,text,2020-03-20 08:03:20+00:00,895814938995957760
1240919471323140096,text,2020-03-20 08:33:51+00:00,4473941425
1240931579397980160,text,2020-03-20 09:21:58+00:00,2674103198
1240931856754839558,text,2020-03-20 09:23:04+00:00,361141169
1240941389740834816,text,2020-03-20 10:00:57+00:00,28519617
1240957043445583875,text,2020-03-20 11:03:09+00:00,870506016185606148
1240966930082627586,text,2020-03-20 11:42:26+00:00,1124858567264063488
1240967693093621770,text,2020-03-20 11:45:28+00:00,1240922241488969728
1240980913825222656,text,2020-03-20 12:38:00+00:00,863003080161361920
1240989964470493186,text,2020-03-20 13:13:58+00:00,895814938995957760
1241023132728733697,text,2020-03-20 15:25:46+00:00,15277419
1241038521999204352,text,2020-03-20 16:26:55+00:00,25268390
1241043991631499264,text,2020-03-20 16:48:39+00:00,4855110106
1241046208573046785,text,2020-03-20 16:57:28+00:00,852640557528735744
1241059223091515404,text,2020-03-20 17:49:11+00:00,617602505
1241075012682973184,text,2020-03-20 18:51:55+00:00,823392370041331712
1241075792488083463,text,2020-03-20 18:55:01+00:00,1224738141036318723
1241094662586281988,text,2020-03-20 20:10:00+00:00,37750538
1241098462902575104,text,2020-03-20 20:25:06+00:00,2811575702
1241110792667377664,text,2020-03-20 21:14:06+00:00,2585664312
1241127846552059904,text,2020-03-20 22:21:52+00:00,377582164
1241129043690307584,text,2020-03-20 22:26:37+00:00,152921625
1241129337828429824,text,2020-03-20 22:27:47+00:00,1193161565907779584
1241130060242997250,text,2020-03-20 22:30:40+00:00,1132726053460484098
1241131870068359169,text,2020-03-20 22:37:51+00:00,9763482
1241132281206472704,text,2020-03-20 22:39:29+00:00,82777801
1241136571807600643,text,2020-03-20 22:56:32+00:00,14204133
1241144284692320256,text,2020-03-20 23:27:11+00:00,92685993
1241145770511917058,text,2020-03-20 23:33:05+00:00,15864446
1241147188580925440,text,2020-03-20 23:38:43+00:00,1218612697874534400
1241154024088440833,text,2020-03-21 00:05:53+00:00,2238346856
1241156758531342336,text,2020-03-21 00:16:45+00:00,1240347560558108679
1241178996567572482,text,2020-03-21 01:45:07+00:00,15864446
1241181388596023297,text,2020-03-21 01:54:37+00:00,1422241538
1241187193520963585,text,2020-03-21 02:17:41+00:00,2890952558
1241187639191121920,text,2020-03-21 02:19:27+00:00,1070756575386763265
1241202894537449478,text,2020-03-21 03:20:05+00:00,15864446
1241207960279429120,text,2020-03-21 03:40:12+00:00,1212445564731678720
1241209406181670914,text,2020-03-21 03:45:57+00:00,1151981779198177280
1241214834114347008,text,2020-03-21 04:07:31+00:00,447456744
1241214973172281344,text,2020-03-21 04:08:04+00:00,447456744
1241218881177305088,text,2020-03-21 04:23:36+00:00,259544783
1241221809334128640,text,2020-03-21 04:35:14+00:00,1033606484683190273
1241232882011521024,text,2020-03-21 05:19:14+00:00,410680007
1241233162598076417,text,2020-03-21 05:20:21+00:00,1172222999799455744
1241235029398822912,text,2020-03-21 05:27:46+00:00,821190138877411328
1241238053563166721,text,2020-03-21 05:39:47+00:00,44989702
1241251996524515328,text,2020-03-21 06:35:11+00:00,1886646385
1241252248933429249,text,2020-03-21 06:36:12+00:00,1233927742376357888
1241256672028393472,text,2020-03-21 06:53:46+00:00,30019450
1241264530010918914,text,2020-03-21 07:25:00+00:00,31313277
1241292933044862977,text,2020-03-21 09:17:52+00:00,1213752837802319873
1241293058559356929,text,2020-03-21 09:18:21+00:00,1213752837802319873
1241306450066096129,text,2020-03-21 10:11:34+00:00,47419170
1241309780573974528,text,2020-03-21 10:24:48+00:00,1198847255081443328
1241334994615795719,text,2020-03-21 12:05:00+00:00,19230279
1241344979500490752,text,2020-03-21 12:44:40+00:00,4428234676
1241351366431387650,text,2020-03-21 13:10:03+00:00,1144610003732574208
1241365193902280704,text,2020-03-21 14:05:00+00:00,19230279
1241386426937348098,text,2020-03-21 15:29:22+00:00,182102741
1241391409569112064,text,2020-03-21 15:49:10+00:00,1219658616749293568
1241405773399429120,text,2020-03-21 16:46:15+00:00,1336103401
1241406098877435907,text,2020-03-21 16:47:32+00:00,3034803471
1241406744481484802,text,2020-03-21 16:50:06+00:00,1176850061348810755
1241444773770276868,text,2020-03-21 19:21:13+00:00,1236424503439302657
1241446241634058242,text,2020-03-21 19:27:03+00:00,22157576
1241458029264019464,text,2020-03-21 20:13:54+00:00,1238135818826518528
1241461395796963329,text,2020-03-21 20:27:16+00:00,882799250
1241471865505435651,text,2020-03-21 21:08:52+00:00,2588117785
1241478445420425216,text,2020-03-21 21:35:01+00:00,14562326
1241479813275287555,text,2020-03-21 21:40:27+00:00,1158867705707016193
1241482321016107009,text,2020-03-21 21:50:25+00:00,133583134
1241483330635194368,text,2020-03-21 21:54:26+00:00,3248263496
1241492400754888704,text,2020-03-21 22:30:28+00:00,1051957290843148293
1241522930749595648,text,2020-03-22 00:31:47+00:00,166012502
1241547123973328899,text,2020-03-22 02:07:55+00:00,2540851
1241550457908199424,text,2020-03-22 02:21:10+00:00,230894274
1241557513365082112,text,2020-03-22 02:49:12+00:00,1174758686830551041
1241575997822164993,text,2020-03-22 04:02:39+00:00,374288280
1241585469575569409,text,2020-03-22 04:40:18+00:00,308233473
1241605177938935808,text,2020-03-22 05:58:36+00:00,1252303032
1241608110369689605,text,2020-03-22 06:10:16+00:00,21948470
1241610032543944704,text,2020-03-22 06:17:54+00:00,4088155039
1241622941097394177,text,2020-03-22 07:09:12+00:00,163513476
1241631316472299523,text,2020-03-22 07:42:28+00:00,2840860064
1241632305782931456,text,2020-03-22 07:46:24+00:00,49929472
1241645988730765312,text,2020-03-22 08:40:47+00:00,465758532
1241662043788382208,text,2020-03-22 09:44:34+00:00,3388849877
1241700315860103171,text,2020-03-22 12:16:39+00:00,601070425
1241706440299069440,text,2020-03-22 12:40:59+00:00,197905091
1241723904860786688,text,2020-03-22 13:50:23+00:00,1385443016
1241732040128704515,text,2020-03-22 14:22:43+00:00,411995567
1241736517388771334,text,2020-03-22 14:40:30+00:00,1171887696505184256
1241757795386613766,text,2020-03-22 16:05:03+00:00,259208425
1241765566685351936,text,2020-03-22 16:35:56+00:00,979331191911395328
1241771865074434048,text,2020-03-22 17:00:58+00:00,1197202949631594496
1241784999558254593,text,2020-03-22 17:53:09+00:00,622212087
1241786419737214976,text,2020-03-22 17:58:48+00:00,15501305
1241794813944528896,text,2020-03-22 18:32:09+00:00,38776318
1241795430524076032,text,2020-03-22 18:34:36+00:00,107284574
1241799771523813384,text,2020-03-22 18:51:51+00:00,3115924437
1241803844214013952,text,2020-03-22 19:08:02+00:00,1143465371753689088
1241807554180722688,text,2020-03-22 19:22:47+00:00,1228860052636946435
1241816607602675712,text,2020-03-22 19:58:45+00:00,541245159
1241829247859204098,text,2020-03-22 20:48:59+00:00,57320024
1241834347445043200,text,2020-03-22 21:09:15+00:00,895814938995957760
